instance_id,artist_name,track_hash,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,obtained_date,valence,music_genre
21689,Johannes Brahms,3Yjy13EV25HamJECcPTInJ,"16 Waltzes, Op. 39: No. 9 In D Minor",37,0.995,0.45,85707,0.00251,0.9259999999999999,A#,0.0571,-38.718,Major,0.0535,62.44,5-Apr,0.0896,Classical
47051,Luca Turilli,46CzD1w680pAxSE9UGZdNu,Demonheart,40,0.000595,0.46299999999999997,308653,0.9440000000000001,4.3e-06,A,0.106,-6.507999999999999,Major,0.19,179.981,4-Apr,0.465,Classical
80175,Ludwig van Beethoven,3BL1ekNTkLn57t9hssG9U0,"Violin Sonata No. 6, Op. 30 No. 1: III. Allegretto con variazioni - Var. I-V; Var. VI: Allegro ma non tanto",14,0.976,0.368,431093,0.0882,0.485,A,0.0782,-18.085,Major,0.0428,146.366,4-Apr,0.415,Classical
67470,Ludwig van Beethoven,3boEJI0qofpRPsE9eeCiiX,"Violin Sonata No. 10, Op. 96: IV. Poco Allegretto",7,0.978,0.368,468707,0.0563,0.5429999999999999,G,0.0984,-23.805999999999997,Major,0.0356,?,4-Apr,0.192,Classical
63169,Frédéric Chopin,3zyj0RajXg2w2Bnn773mnW,"Chopin: 24 Preludes, Op. 28: No. 4 in E Minor",35,0.995,0.33799999999999997,123800,0.0131,0.899,A,0.075,-25.250999999999998,Minor,0.11900000000000001,72.112,4-Apr,0.0353,Classical
78626,Andrea Bocelli,3WHk0SW1O3z1ONbpMbq6o6,"Nelle tue mani (Now We Are Free) - From ""Gladiator""",40,0.772,0.218,261182,0.537,5.93e-05,A,0.264,-8.868,Major,0.0484,138.616,4-Apr,0.187,Classical
49534,Gustav Mahler,3XLNTC3blBnNOnpjCiBWZL,"Songs from ""Des Knaben Wunderhorn"": 2. Verlor'ne Müh",2,0.9740000000000001,0.425,156600,0.185,0.00402,A,0.0531,-14.218,Major,0.0537,132.458,3-Apr,0.215,Classical
82739,Johann Sebastian Bach,3bEiVOfaV5ZAMEhhbtXYkK,"St. John Passion, BWV 245, Pt. 2: No. 24, Eilt, ihr angefochtnen Seelet... Eilt... Wohin?",15,0.956,0.465,221916,0.3,0.23600000000000002,B,0.228,-22.123,Minor,0.0523,84.07600000000001,4-Apr,0.557,Classical
59104,Ludwig van Beethoven,3BLIX3BSDnoozIeWqsnEqh,"Violin Sonata No. 7 in C Minor, Op. 30 No. 2: I. Allegro con brio",17,0.925,0.38799999999999996,454440,0.248,0.653,C,0.134,-16.587,Minor,0.0414,?,4-Apr,0.402,Classical
36309,Roland Dyens,3XNqOw4caw9jjdpLMeHVVU,Felicidade (arr. R. Dyens for guitar),37,0.992,0.523,301280,0.136,0.88,E,0.0987,-22.064,Minor,0.0324,?,4-Apr,0.306,Classical
55298,empty_field,47ZTqPgefAROYCjFxmVPJH,"Tristan und Isolde, Act III, Dritte Szene: Mild und leise wie er lächelt (Isolde)",33,0.9329999999999999,0.24,401587,0.14,0.008759999999999999,B,0.11699999999999999,-19.212,Major,0.0419,65.525,4-Apr,0.0304,Classical
64292,Sergei Rachmaninoff,3vWzyGTu6Ovo1GdrcJqH6e,"Piano Concerto No. 2 in C Minor, Op. 18: II. Adagio sostenuto",49,0.973,0.138,-1,0.0967,0.919,E,0.0605,-22.355999999999998,Major,0.0386,65.605,4-Apr,0.0384,Classical
77432,Johann Sebastian Bach,3baSc3SbQ0WjsojDfZsVpH,"Sonata for Flute or Violin No.5 in E minor, BWV 1034: 4. Allegro (Transcr. for Mandolin and Continuo by Avi Avital)",25,0.912,0.551,301708,0.262,0.722,E,0.0846,-21.401999999999997,Minor,0.0369,112.47399999999999,3-Apr,0.737,Classical
82538,Giacomo Puccini,472xLB8toqZr8oSBXaQRr2,"Puccini: Madama Butterfly, Act 2 Scene 1: ""Un bel di vedremo"" (Butterfly)",36,0.991,0.209,287867,0.129,0.0526,C#,0.0788,-13.94,Major,0.043,77.514,5-Apr,0.073,Classical
66969,Claude Debussy,3bS8KK9tO5RvmbxZBD00DT,"Suite Bergamasque, L. 75: III. Clair de lune",56,0.993,0.278,333707,0.00448,0.9259999999999999,C#,0.0579,-32.897,Major,0.0528,70.87100000000001,1-Apr,0.0391,Classical
28395,Edvard Grieg,44jdxE3S8EX1lOAxV9vQbZ,"Lyric Pieces, Book 2, Op. 38: No. 7. Waltz",29,0.995,0.348,78733,0.040999999999999995,0.934,E,0.105,-26.826,Minor,0.053,137.049,4-Apr,0.179,Classical
47322,Anton Bruckner,42YNobZ4HN3tRVEA47wLT6,Os justi,30,0.9940000000000001,0.16399999999999998,282560,0.0366,0.532,C,0.0777,-24.485,Major,0.0428,138.408,3-Apr,0.0337,Classical
89256,DragonForce,41BpX2ole6fiZWXIlNCdN5,Dawn Over A New World,35,0.0211,0.4,312693,0.6629999999999999,0.0,F,0.15,-7.098,Major,0.0287,80.06,4-Apr,0.27,Classical
78663,Giacomo Puccini,40NVKRIcXCSHm1W8NeUNVb,"Puccini: Turandot, Act 3: ""Nessun dorma"" (Calaf)",39,0.9359999999999999,0.138,204266,0.341,0.0737,D,0.682,-15.838,Major,0.127,165.71599999999998,3-Apr,0.18899999999999997,Classical
76804,Wolfgang Amadeus Mozart,45f8NLNAthLQqji8lRVuOV,"Mozart: Violin Concerto No. 5 in A Major, K. 219: III. Rondeau [Tempo di menuetto] (Cadenzas - Joachim)",31,0.965,0.402,527386,0.114,0.498,A,0.0464,-20.864,Major,0.0465,123.984,3-Apr,0.214,Classical
36461,Pyotr Ilyich Tchaikovsky,5iu8Q2ioUM0eq3IHXouTG9,"Swan Lake, Op. 20, Act III No. 19a, Pas de six: Act III In the Castle of Prince Siegfried: A Ball at the Castle: No. 19. Pas de six: VI. Variation V: Moderato - Allegro semplice",30,0.8859999999999999,0.39299999999999996,84867,0.0146,0.193,F,0.134,-25.035999999999998,Minor,0.0635,?,4-Apr,0.0629,Classical
53111,George Frideric Handel,3wFnBRnYgpdoBQyXl3NxoH,"Rinaldo, HWV 7a, Act I (Ed. G. Sechi): Questi saggi consigli [Live]",0,0.9690000000000001,0.562,15509,0.125,0.0013800000000000002,B,0.373,-15.449000000000002,Minor,0.201,115.82700000000001,5-Apr,0.574,Classical
64658,Johann Sebastian Bach,3bCmDqflFBHijgJfvtqev5,"St. Matthew Passion, BWV 244, Pt. 1: No. 2, Da Jesus diese Rede vollendet hatte",0,0.828,0.289,44307,0.0548,3.2e-06,F#,0.11199999999999999,-27.125999999999998,Major,0.0426,128.63,3-Apr,0.217,Classical
79469,Avantasia,3Z3dOgxFctCDTfwWL71sY5,"Book of Shallows (feat. Hansi Kürsch , Ronnie Atkins , Jorn Lande & Mille Petrozza)",47,0.0027199999999999998,0.268,300419,0.948,9.64e-06,C#,0.282,-3.25,Major,0.0836,96.015,4-Apr,0.435,Classical
43551,Wolfgang Amadeus Mozart,3axNvNVXW11vfhQrNdbCOV,"Piano Concerto No. 8 in C Major, K. 246 ""Lützow"": III. Rondeau. Tempo di menuetto",10,0.988,0.423,492533,0.122,0.718,C,0.679,-23.921999999999997,Major,0.0452,126.181,3-Apr,0.318,Classical
55919,Sarkis Barkhudarian,45Ec9tNPuonApiArePn5al,"Piano Pieces, Series 2: No. 10, Lullaby of Shushani",46,0.9890000000000001,0.391,158373,0.0704,0.841,C,0.11599999999999999,-25.164,Major,0.0373,163.995,4-Apr,0.22899999999999998,Classical
65078,Pyotr Ilyich Tchaikovsky,43jYnkeGVmCYT5tP2Pqs0j,Tchaikovsky: Nocturne Op. 19 No. 4,34,0.995,0.309,216787,0.0302,0.8909999999999999,C#,0.0801,-28.513,Minor,0.0556,68.36399999999999,4-Apr,0.0588,Classical
29816,Guthrie Govan,41qBhIAx4FqaIJBuV7eUo0,Heart of the City,37,0.0123,0.40399999999999997,-1,0.45799999999999996,0.748,G,0.332,-7.209,Major,0.0284,80.767,3-Apr,0.34600000000000003,Classical
52748,Johann Sebastian Bach,3BFXgZr628FqwDP3pQCgvk,"Suite No. 5 in C Minor, BWV 1011: I. Prélude",0,0.9740000000000001,0.359,360840,0.10800000000000001,0.871,B,0.0765,-21.656999999999996,Minor,0.0515,100.11200000000001,4-Apr,0.37,Classical
38025,Ludwig van Beethoven,3BM7naVt7Y9rinkqrqs99a,"Fidelio, Op. 72, Act I: Leb wohl, du warmes Sonnenlicht (Live)",0,0.96,0.231,305080,0.18899999999999997,0.00259,A#,0.6579999999999999,-24.408,Major,0.0651,77.235,4-Apr,0.151,Classical
23677,Richard Strauss,3XVBdLihbNbxUwZosxcGuJ,"Idomeneo, TrV 262, Act I (After W.A. Mozart): Uns leuchtet Friede [Live]",2,0.982,0.37200000000000005,-1,0.159,1.46e-06,G,0.165,-21.129,Major,0.0364,135.61700000000002,3-Apr,0.512,Classical
53933,Eugene Ormandy,3YwCBj6XyR71tyc6Ys1kq1,"Adagio for Strings, Op.11",29,0.941,0.10300000000000001,384507,0.0843,0.877,A#,0.0841,-21.633000000000003,Minor,0.0443,85.613,3-Apr,0.0352,Classical
70513,Wolfgang Amadeus Mozart,3wa5LKlat0QlMhNJbUOnpq,"Piano Trio In C, K.548: 2. Andante cantabile - Live",44,0.9790000000000001,0.326,523000,0.0153,0.175,F,0.0937,-32.455,Major,0.0406,85.874,4-Apr,0.139,Classical
84415,Erik Satie,3WI631zHHQ5PuSMkywWHGT,3 Gymnopédies: Gymnopedie No. 1,47,0.9940000000000001,0.527,159333,0.0291,0.917,G,0.0959,-31.346999999999998,Major,0.0741,99.331,3-Apr,0.28,Classical
50985,Howard Shore,40jTwi0A7djTFe01Di61Ux,The Pyre Of Denethor,36,0.865,0.124,179453,0.309,0.8,E,0.10300000000000001,-15.882,Minor,0.0346,63.827,4-Apr,0.0796,Classical
53891,Edward Elgar,3wMf4q0ybWUrVnD94APTvg,"Elgar: Salut d' Amour, Op. 12",46,0.955,0.17,201600,0.0703,0.43,E,0.0777,-25.049,Major,0.0526,86.09200000000001,4-Apr,0.0985,Classical
80094,Johann Sebastian Bach,3BcCqaxGznRqmB1BIerea2,"St. Matthew Passion, BWV 244, Pt. 1: No. 23, Gerne will ich mich bequemen",0,0.904,0.225,253067,0.139,0.256,F#,0.10800000000000001,-24.092,Minor,0.0571,168.084,4-Apr,0.314,Classical
88328,Hector Berlioz,3z0a8G407NbxfjTRffvQiP,"La Damnation de Faust, Op. 24, H. 111: Pt. III, Scène IX - Air de Faust. ""Merci, doux crépuscule!""",0,0.9490000000000001,0.218,311373,0.0279,0.00131,F,0.0535,-29.976999999999997,Major,0.0422,89.18,4-Apr,0.0388,Classical
29228,Sergei Rachmaninoff,3ZtR1LNQFwHD1g9Ru2BrQP,"12 Songs, Op. 21 (version for piano): Siren' (Lilacs), Op. 21, No. 5",34,0.993,0.272,-1,0.0215,0.9520000000000001,G#,0.0625,-30.680999999999997,Major,0.0369,70.293,3-Apr,0.0835,Classical
42705,Philip Glass,3YcQMEQsLWiya2zjSKKJAU,I'm Going to Make a Cake,38,0.9570000000000001,0.20800000000000002,244533,0.0326,0.9690000000000001,F,0.10300000000000001,-28.229,Major,0.0414,127.175,4-Apr,0.0367,Classical
43264,Antonio Vivaldi,3ZJ0yhqnw2G7WExmRKwPCE,"Vivaldi: Violin Concerto in E Major, RV 269 ""La primavera"" (No. 1 from ""Il cimento dell'armonia e dell'inventione"", Op. 8): III. Allegro",41,0.85,0.295,248733,0.0968,0.934,E,0.147,-16.014,Major,0.0372,91.041,4-Apr,0.332,Classical
40826,Kamelot,45CCe4gu08OYG1I4MH8TU6,Under Grey Skies,29,0.266,0.457,292467,0.557,5.21e-06,D#,0.172,-7.765,Major,0.0275,96.01899999999999,3-Apr,0.162,Classical
73891,Wolfgang Amadeus Mozart,431qZaQAJuIolwBrlDa6Yg,"String Quartet No. 8 in F Major, K. 168: II. Andante",28,0.98,0.0696,372120,0.0176,0.929,F,0.106,-32.446999999999996,Minor,0.0475,75.767,5-Apr,0.0348,Classical
69054,Robert Schumann,3xgK660fsZH7ZDcOMfIdfB,"Kinderszenen, Op. 15: I. Von fremden Ländern und Menschen",38,0.996,0.374,93387,0.00526,0.912,G,0.0735,-35.546,Major,0.0533,69.813,4-Apr,0.386,Classical
73321,Andrea Bocelli,3yE5tKq0XFDmAlsCbsH0TE,Dormi Dormi,40,0.914,0.24,246733,0.325,0.000398,G,0.115,-13.26,Major,0.0354,119.141,3-Apr,0.109,Classical
35819,Wojciech Kilar,48fH1Mv10Nl8Hisna5y2Rf,Mina/Dracula,30,0.9159999999999999,0.0773,287227,0.025,0.889,E,0.0846,-28.544,Minor,0.0464,80.83,3-Apr,0.0324,Classical
49638,William Byrd,47CprsYFbO6y1xiAI4qSYM,Sellinger's Round,32,0.995,0.317,341920,0.139,0.9079999999999999,C,0.102,-21.881,Major,0.0351,97.494,4-Apr,0.685,Classical
80314,Pyotr Ilyich Tchaikovsky,5iQCD42G5pGwBc6crVaHnq,"Variations on a Rococo Theme for Cello and Orchestra, Op. 33: IX. Variazione 6: Andante",24,0.9670000000000001,0.0812,186773,0.00632,0.0562,D,0.107,-36.329,Minor,0.0499,81.596,4-Apr,0.0366,Classical
68419,Wolfgang Amadeus Mozart,3aYyq3i2hjqsa578S0khNW,Sonate Opus KV 331 - Variation 1 Violin Version,0,0.993,0.248,77333,0.134,0.904,A,0.115,-14.98,Major,0.0476,87.36200000000001,3-Apr,0.599,Classical
30174,Frédéric Chopin,3bXNyirvV7mQJ8wY9ABIfa,"Chopin: Waltz No. 9 in A-Flat Major, Op. 69 No. 1, ""The Farewell Waltz """,52,0.995,0.34700000000000003,268160,0.0169,0.895,G#,0.0859,-29.461,Major,0.0379,68.711,3-Apr,0.11599999999999999,Classical
63597,Wolfgang Amadeus Mozart,47kDjoaIpWHZiqWaqAxDjq,"Symphony No. 39 in E-Flat Major, K. 543: I. Adagio - Allegro",21,0.9329999999999999,0.16,512173,0.0744,0.7609999999999999,D#,0.0785,-22.592,Major,0.0408,?,3-Apr,0.0761,Classical
48273,Johann Pachelbel,3zda3lwZztKIfXxVitrXBi,Canon in D Major,37,0.9490000000000001,0.391,210107,0.34,0.8270000000000001,D,0.11,-12.552,Major,0.0412,?,4-Apr,0.501,Classical
86402,Nobuo Uematsu,42do9ZhQggdesWsf7fwSG8,"Phantom Forest (From ""Final Fantasy VI"")",34,0.809,0.187,254813,0.21899999999999997,0.8420000000000001,A#,0.11900000000000001,-17.044,Major,0.0358,139.423,4-Apr,0.0379,Classical
62592,Ludwig van Beethoven,3biFdxByHgUhTbp2dG89zK,"6 Bagatelles, Op. 126: No. 5, Quasi allegretto",27,0.985,0.41200000000000003,117360,0.0273,0.9540000000000001,G,0.11800000000000001,-31.813000000000002,Major,0.0384,124.538,1-Apr,0.289,Classical
41110,Ludwig van Beethoven,40p6WybX0YvcLdMlLja3oL,"Symphony No.9 in D minor, Op.125 - ""Choral"": 2. Molto vivace",36,0.981,0.349,856053,0.268,0.882,D,0.0817,-17.238,Minor,0.0588,82.29700000000001,4-Apr,0.395,Classical
51022,Pyotr Ilyich Tchaikovsky,45oGS3iHeT2cvkihSP7KzK,"Swan Lake, Op. 20, Act III No. 19a, Pas de six: Act III In the Castle of Prince Siegfried: A Ball at the Castle: No. 19. Pas de six: I. Intrada: Moderato assai",31,0.887,0.406,152800,0.0133,0.0235,F,0.23199999999999998,-31.135,Major,0.0378,135.556,4-Apr,0.331,Classical
90215,GALNERYUS,46luUNhVrAQxHZGjgJzhyK,DESTINY,38,6.52e-05,0.233,464053,0.8590000000000001,0.000129,G#,0.17300000000000001,-4.357,Major,0.0518,184.082,4-Apr,0.0956,Classical
74378,Carlo Domeniconi,5iOAtCkFtfPZoMeMbhMIY0,"Minyo (Variations on a Japanese Folk Song), Op. 50d",29,0.9890000000000001,0.278,223320,0.0162,0.895,E,0.0856,-31.418000000000003,Minor,0.0557,76.04,5-Apr,0.157,Classical
91159,Wolfgang Amadeus Mozart,477zLo45EG0Q9dnb9GLObK,"Symphony No. 41 in C Major, K. 551 ""Jupiter"": IV. Molto allegro (Live)",29,0.873,0.349,693355,0.298,0.915,C,0.0796,-17.241,Major,0.0396,141.457,4-Apr,0.337,Classical
44907,Franz Liszt,3wnYNetW3tBAoXXFu08VZv,"Liszt: 3 Liebesträume S. 541: No. 3 in A-Flat Major, ""O lieb so lang' du lieben kannst""",44,0.99,0.26,303040,0.0172,0.897,G#,0.0943,-26.925,Major,0.0517,114.588,4-Apr,0.0494,Classical
72328,Queensrÿche,45E6C9gVAzrS17C5GDvBOF,Gonna Get Close To You - Remastered,31,0.34700000000000003,0.665,277427,0.9259999999999999,0.00229,D#,0.0709,-6.439,Major,0.0704,115.28399999999999,4-Apr,0.578,Classical
32559,Pyotr Ilyich Tchaikovsky,45Jgw3NerBUAFbwYWK3pAT,"Valse-scherzo, Op. 34",32,0.981,0.39899999999999997,337893,0.11800000000000001,0.579,C,0.161,-19.047,Major,0.0522,83.913,4-Apr,0.207,Classical
39330,Andrei Krylov,44FAj28ivN0HJ0xVYwQ9nL,My Baby Lullaby (Relaxing Classical Guitar Music),28,0.9790000000000001,0.47600000000000003,86521,0.293,0.912,C,0.115,-19.02,Major,0.0521,108.31,3-Apr,0.204,Classical
59826,empty_field,3xnhRinhgjN5Bp86SeaULv,When the Devil Calls,43,0.000241,0.529,235957,0.851,0.000256,F#,0.114,-7.005,Major,0.0315,84.015,4-Apr,0.534,Classical
68359,Franz Liszt,3bzg3fSoEa0raixyA8AD56,"Via Crucis, S. 53: Station VII. Jesus fällt zum zweiten Mal",14,0.9890000000000001,0.311,77427,0.0218,0.00215,G,0.0712,-22.905,Minor,0.0432,79.81,3-Apr,0.0369,Classical
38577,Johann Sebastian Bach,43MIVrZt62ldBLMvkMYzGe,"Keyboard Partita No. 5 in G Major, BWV 829: VI. Passepied",28,0.9690000000000001,0.537,124413,0.0313,0.9259999999999999,G,0.12,-30.717,Major,0.0459,75.013,1-Apr,0.715,Classical
41093,Johann Sebastian Bach,3b7wNR330iKhql9dEdbNci,"St. John Passion, BWV 245, Pt. 2: No. 25c, Pilatus antwortet",0,0.914,0.588,16316,0.165,0.0,D,0.233,-26.285999999999998,Major,0.237,104.678,4-Apr,0.0,Classical
38120,Stuttgart Piano Trio,3zcCQoPjV4MJM8nMUjV0JU,"Piano Trio No. 2 In E Flat Major, Op. 100, D. 929: II. Andante Con Moto",40,0.9840000000000001,0.304,521067,0.0271,0.24,C,0.0963,-21.342,Minor,0.0376,100.212,4-Apr,0.0827,Classical
61522,DragonForce,3yNeKfEPg2Bygce0ERoN6r,Heroes Of Our Time,47,0.000109,0.139,433800,0.985,0.000678,D,0.384,-4.121,Major,0.17,200.00900000000001,4-Apr,0.29600000000000004,Classical
71597,Ludwig van Beethoven,46BtkjwDx6o6qr5fiSaO2D,"Sonata No. 23 ""Appassionata"" in F Minor, Op. 57: I. Allegro assai",29,0.985,0.314,625107,0.16399999999999998,0.894,F,0.0834,-19.727999999999998,Minor,0.0422,111.51700000000001,4-Apr,0.0392,Classical
54238,Guthrie Govan,43cN7vrp1gSL1e0pdvVNxA,The Blue Room,35,0.0117,0.584,134483,0.479,0.0050100000000000006,F,0.0415,-7.171,Major,0.0322,174.10299999999998,4-Apr,0.7170000000000001,Classical
21003,Wolfgang Amadeus Mozart,3AzvNvE3xpgelqmE5MRnbI,"Clarinet Quintet in A Major, K. 581: III. Menuetto",0,0.9890000000000001,0.35200000000000004,328400,0.0395,0.45799999999999996,A,0.0701,-18.91,Major,0.0475,125.531,3-Apr,0.384,Classical
52046,Ludwig van Beethoven,44CgGAQHAxrRWRSNS9mFQ8,"Symphony No. 5 in C Minor, Op. 67: II. Andante con moto",30,0.9670000000000001,0.146,613867,0.0347,0.677,G#,0.0869,-18.247,Major,0.0421,?,3-Apr,0.0452,Classical
86636,Antonín Dvořák,3X1IhmA0Zc8E6ipARYegYi,"Dvorak: 4 Romantic Pieces, Op. 75, B. 150: I. Allegro moderato",47,0.9620000000000001,0.111,197847,0.0508,0.034,A#,0.124,-26.315,Major,0.0464,91.1,4-Apr,0.0796,Classical
25308,Richard Strauss,3XsSJ2PMoaRtRObHF3PF6h,"Idomeneo, TrV 262, Act I (After W.A. Mozart): In meinem tiefen Schmerze [Live]",2,0.971,0.293,167440,0.0805,0.0,D,0.40399999999999997,-23.808000000000003,Minor,0.0576,91.163,4-Apr,0.175,Classical
24080,Johann Sebastian Bach,43uFdcIBsbLcNHubpwx4yy,Violin Concerto BWV 1041 in A Minor: Violin Concerto BWV 1041 in A Minor: I.,35,0.799,0.40700000000000003,230040,0.282,0.0,G#,0.0721,-14.880999999999998,Minor,0.0373,?,4-Apr,0.546,Classical
66805,Johann Sebastian Bach,4358hwCWqusiLUmQth8Fi3,"Suites for Cello, Suite No. 1 in G Major BWV 1007: Gigue",31,0.985,0.583,131147,0.0764,0.889,G,0.14300000000000002,-21.221999999999998,Major,0.0922,123.132,3-Apr,0.536,Classical
85495,Carl Philipp Emanuel Bach,43rFPr2hThJ26dwcJUlPFj,"Solfeggio in C Minor, H. 220",0,0.9940000000000001,0.409,52280,0.29,0.775,F,0.136,-20.513,Minor,0.0556,81.563,1-Apr,0.21899999999999997,Classical
83518,Johannes Brahms,3Xls4cNOwy01dtrNXb1inG,"Symphony No. 3 in F Major, Op. 90: IV. Allegro - Un poco sostenuto (Live)",3,0.937,0.233,594600,0.133,0.599,F,0.715,-18.419,Major,0.0418,78.711,4-Apr,0.0782,Classical
63867,Carl Maria von Weber,42YStFZisN7OLfdEatf8w3,"Clarinet Concerto No. 1 in F Minor, Op. 73, J. 114: III. Rondo. Allegretto",0,0.973,0.41600000000000004,401000,0.0735,0.71,F,0.0781,-20.723000000000003,Major,0.0411,112.006,4-Apr,0.222,Classical
29700,Wolfgang Amadeus Mozart,42bLe7flqIC4qXDZyTkknc,"Piano Sonata No. 8 in A Minor, K. 310/300d: I. Allegro maestoso",0,0.9890000000000001,0.311,350787,0.191,0.9329999999999999,A,0.121,-21.363000000000003,Minor,0.0348,128.184,4-Apr,0.336,Classical
53048,Guthrie Govan,3Zm5SMUA3JH98Aty7Zc0xr,Jelly Bean,39,0.0015400000000000001,0.574,139115,0.596,0.649,D,0.105,-6.025,Major,0.0308,?,4-Apr,0.47,Classical
76013,Johann Sebastian Bach,3Bcz7MSDmaJEKdfqCEpBWu,"St. John Passion, BWV 245, Pt. 2: No. 26, In meines Herzens Grunde",15,0.988,0.226,60849,0.11599999999999999,0.629,D,0.11699999999999999,-19.682000000000002,Major,0.0465,119.96,4-Apr,0.11699999999999999,Classical
37822,Anton Bruckner,3VY975tnCLKGgi8kM5x2jj,"Symphony No. 4 in E-Flat Major, WAB 104, ""Romantic"": I. Bewegt, nicht zu schnell - Live",48,0.948,0.0704,1150160,0.0657,0.8740000000000001,G#,0.10800000000000001,-19.465999999999998,Major,0.0387,61.016999999999996,4-Apr,0.0361,Classical
84423,Ali Akbar Khan,445qQk3nyQwmjf4vzDghKd,Sadra in Sankara Karan,31,0.932,0.451,404933,0.21100000000000002,0.00936,A#,0.10400000000000001,-14.272,Major,0.0705,165.625,5-Apr,0.235,Classical
51131,Johann Sebastian Bach,3BF9J3DjZuNKcfiAwkTsWK,"Suite No. 3 in C Major, BWV 1009: VII. Gigue",0,0.9690000000000001,0.444,200853,0.138,0.895,F#,0.145,-19.031,Major,0.0339,106.155,4-Apr,0.639,Classical
85384,Pyotr Ilyich Tchaikovsky,3xx0jE52PbtvwXgNaBUdch,"Nutcracker Suite, Op.71a, TH.35: Chinese Dance (Tea)",43,0.9390000000000001,0.517,74000,0.145,0.664,F,0.0834,-25.958000000000002,Major,0.0486,113.022,4-Apr,0.807,Classical
51965,Sergei Prokofiev,45qq2PwbHoGgdChYzEJ9mw,"Symphony No. 1 in D Major, Op. 25 - ""Classical"": III. Gavotta, Non troppo allegro",24,0.977,0.544,-1,0.023,0.88,D,0.0756,-21.541999999999998,Major,0.0432,128.063,4-Apr,0.11599999999999999,Classical
85433,George Frideric Handel,3zHO7vkTm5PohK1ISB1N2a,"Music for the Royal Fireworks, HWV 351: La Paix",33,0.9790000000000001,0.254,197933,0.0163,0.10099999999999999,D,0.0872,-28.818,Major,0.0451,?,4-Apr,0.18,Classical
36134,Arthur Rubinstein,3WmLqAHx29dL6H4DhQ0qwI,El Albaicin from Iberia,41,0.986,0.35700000000000004,423000,0.0966,0.862,A#,0.0885,-22.000999999999998,Minor,0.0448,87.456,4-Apr,0.109,Classical
28464,Fernando Sor,3YV9Po7gXxJcOyXtPo1k1K,"24 Studies, Op. 35, ""Exercises"": Study No. 17 in D Major",34,0.9940000000000001,0.282,104733,0.018000000000000002,0.948,D,0.0865,-30.0,Major,0.065,79.036,4-Apr,0.542,Classical
